Title,Company Name,Description,Link
  Keyko  , Tech lead L2 ," We are a full-stack Web3 Engineering company with a passion for Open Source and fairness.  We promote openness and inclusivity through decentralized systems with a balanced approach to developer operations. We have been instrumental in the launch and development of networks such as Celo, Filecoin and MODE. We have a stand out portfolio of successful relationships with the likes of Filecoin, Masa and many more. We definitely take a technical orientation to everything we do, but we’re also business savvy and combine both to develop and realize true change agents. We are working to make the promise of Web3 a reality by merging legacy Web2 with new solutions. We like to think we’re pretty cool and fun 😎 ",https://web3.career/tech-lead-l2-keyko/67404
  Web3 Recruit  , Senior BackEnd Engineer Javascript Python ," Design and implement AI endpoints and support infrastructure for proprietary models. Maintain the backend infrastructure for our Defi dApps, Bots, and AI models. Work with LLMs (e.g., Llama3) to enhance AI capabilities with user-specific context. Develop and maintain data management dashboards for user interaction and context control. Maintain services and scripts for the marketing team infrastructure with Mixpanel, Storyblock, and Discourse. Write high-quality, reusable, and well-tested code to meet our company goals. Demonstrate security and secret management across numerous services.  ",https://web3.career/senior-back-end-engineer-javascript-python-web3-recruit/67989
  Bitpanda  , Software Engineer Blockchain Python ," Work directly on maintaining Cryptonodes and services that interact with various parts of the Crypto ecosystem. Develop clean, scalable and maintainable solutions for high performance backend systems with event driven architecture hosted on AWS with Kafka. Work on loosely coupled microservices that support core business service of the entire organisation. Join a motivated team of highly skilled, experienced developers that can support and mentor you on your learning journey. ",https://web3.career/software-engineer-blockchain-python-bitpanda/67421
  Volume  , Senior BackEnd Engineer Javascript Python ," Build services critical to our dApps using Javascript or Python. Write production-ready scripts based on requirements and draft scripts in Javascript or Python. Add new functionality to Volume’s Python and Javascript SDKs.  Maintain the backend infrastructure for Volume’s Defi dApps and Bots.  Maintain services and scripts for the marketing team infrastructure with Mixpanel, Storyblock, and Discourse. Write high-quality, reusable, and well-tested code in order to meet our company goals. Demonstrate security and secret management across numerous services.  ",https://web3.career/senior-back-end-engineer-javascript-python-volume-finance/67202
  Gelato  , DevOps Site Reliability Engineer ," Small, fully remote team with an office in Zug Switzerland Build the next generation of decentralised relay nodes that aims to power & become the infrastructure of the most promising dApps on Ethereum Generous token vestings paid in the network’s native $GEL token Worldclass Investors - We are backed by the community, including industry leading experts such as DragonFly Capital, ParaFi, IDEO, GalaxyDigital, IOSG, Gnosis, and the two largest Venture DAOs (The LAO, Metacartel Ventures) ",https://web3.career/devops-site-reliability-engineer-gelato/66091
  CoW Protocol  , Support Engineer with Python ," Provide technical support to solver teams; keeping them updated, gathering their input, and troubleshooting any issues that arise Dive deep into the competition dynamics, understanding the needs of solvers, and crafting tools to enhance competition monitoring Engage in various implementation tasks for the solver competition, like setting up rewards systems, managing token balances, and refining price data feeds Apply data analysis techniques to gain insights on the behavior of both our users and solvers, and design metrics to evaluate how strong our trading mechanism is Explore the fundamental Game Theory principles guiding the competition's mechanics and rules Help towards the further decentralization of the solver competition ",https://web3.career/support-engineer-with-python-cowswap/65965
  stakefish  , DevOps Engineer ," Build secure and reliable infrastructure to monitor, detect and mitigate performance and security issues System administration activities for Linux servers, which includes routine, proactive daily management of the health, stability, and availability of system infrastructure Create and maintain system procedural and technical documentation Stay up to date and build on peer-to-peer networking security best practices Create, maintain and communicate threat models + risk assessments for all systems we operate ",https://web3.career/devops-engineer-stakefish/65579
  Bitpanda  , Senior Python Engineer Assets and Hedging ," Launch brand new assets such as crypto currencies, stocks, commodities and more into the Bitpanda ecosystem Develop clean, maintainable, scalable and testable software for high performant backend systems Work on loosely coupled microservices for the core business to support the entire organisation Help us to transform our systems to the next level and increase adoption of our event driven architecture Solve multi-dimensional problems that you never knew existed before ",https://web3.career/senior-python-engineer-assets-and-hedging-bitpanda/65455
  Binance  , Senior QA Engineer Cloud Auto + Java Python Coding ," Participate in the entire software development lifecycle, encompassing all stages from requirements analysis to test planning, execution, defect tracking, through to product delivery and maintenance Work closely with fellow software engineers, contributing insights and feedback on design optimisation and system implementation Develop detailed, comprehensive, and well-structured test plans and cases Perform extensive testing, including Blackbox, Whitebox, and Automation on BE API and Web  Hands-on Manual investigation and root cause analysis of product issues Identification of current test script deficiencies and candidates for additional scripted coverage ",https://web3.career/senior-qa-engineer-cloud-auto-java-python-coding-binance/65103
  Wintermute  , Core Developer Python , a capture system that records the large amount of data related to our own trading activities on exchanges a reconciliation engine that should be capable of handling up to 100M transactions per day the GUI used by traders for their day-to-day activities a settlement system that automates settlement with our RFQ and OTC counterparties who trade directly with us instead of going through exchanges a storage system for the large number of features used by quants in their research ,https://web3.career/core-developer-python-wintermute-trading/64946
  Keyko  , Senior Developer Technical Architect ," We are a full-stack Web3 Engineering company with a passion for Open Source and fairness.  We promote openness and inclusivity through decentralized systems with a balanced approach to developer operations. We have been instrumental in the launch and development of networks such as Celo, Filecoin and MODE. We have a stand out portfolio of successful relationships with the likes of Filecoin, Masa and many more. We definitely take a technical orientation to everything we do, but we’re also business savvy and combine both to develop and realize true change agents. We are working to make the promise of Web3 a reality by merging legacy Web2 with new solutions. We like to think we’re pretty cool and fun 😎 ",https://web3.career/senior-developer-technical-architect-keyko/64698
  WOO  , Python Backend Engineer ," Implementing RESTful API interfaces to support customers in receiving market data and statistical data. According to the needs of the marketing department, implement the RESTful API required for credentials. Actively conducting efficient communication with the product team and business development team to collect requirements and participate in product planning and system design. Proposing practical and feasible solutions and producing technical documents independently. ",https://web3.career/python-backend-engineer-woo/64634
  Gate.io  , Python Crawler Engineer ,主要负责数据采集、数据清洗、系统开发。,https://web3.career/python-crawler-engineer-gate-io/64555
  Lemon.io  , Senior Fullstack Developer ," We respect your time: here is no micromanagement or screen trackers. You can earn with us $5k - $9k monthly - the rate depends on your skills and experience. We've already paid out over $10M to our engineers. You will enjoy your work - it’s possible to communicate async and choose a schedule that works best for you. You will communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah? We will support you from the time when the application will be started during all our cooperation. No more hunting for clients or negotiating rates - let us handle the business side of things so you can focus on what you do best. We'll manually find you the best project according to your skills and preferences. You will work at the fast-paced startup environment that will keep you motivated and engaged. We will connect you with the best developers in the world through our community. ",https://web3.career/senior-full-stack-developer-lemon-io/64087
Lemon.io,Senior Python & React Developer,"Are you a talented senior developer looking for a remote job that lets you show your skills and get better compensation and career growth? Look no further than Lemon.io - the marketplace that connects you with hand-picked startups in the US and Europe. What do we offer: We also collaborate with other companies through staff augmentation. More details are here. Who we are looking for: Requirements: Ready to take your career to the next level? Apply now and join the Lemon.io community! ALSO, we have a large number of different projects for Senior Full-Stack Developers, so if you have 4+ years of commercial experience in software development you are fluent with React & React Native, React & Ruby, Android & iOS, React & PHP,  DevOps Engineering - we would be happy to communicate and provide you a project which matches with your experience. Just apply, and we will share with you more details. If your experience matches with our requirements be ready for the next steps: P.S. We work with developers from 59 countries in different regions: Europe, LATAM, Asia (Philippines, Indonesia), Oceania (Australia, New Zealand, Papua New Guinea), Canada and the UK. However, we have some exceptions. At the moment, we don’t have a legal basis to accept applicants from certain European countries: Belarus, Iceland, Liechtenstein, Kosovo, Russia and Serbia. Additionally, there are a few countries in Latin America from which we cannot accept applicants: Cuba and Nicaragua, as well as most Asian countries. Furthermore, we are unable to accept applicants from Africa. Please note that due to the overwhelming number of applications, only suitable candidates will be contacted for an interview We strongly ask you to send your CVs in ENGLISH. Application in English will be considered first. Good luck to everyone!",https://weworkremotely.com/remote-jobs/lemon-io-senior-python-react-developer
OpenCraft,"Senior Open Source Developer & DevOps (Python, Django, React, AWS/Kubernetes)","OpenCraft - https://opencraft.com/  Headquarters: Fully remote company (worldwide, incorporated in France)  Do you care about contributing to open-source, and appreciate a good challenge? We do too! :)  Open-source We are a team of veteran open-source developers, working on educational and community-based projects in an open-first environment – and we are looking for new members. By joining us, you will work full-time on open-source, pushing your changes to free software projects upstream through pull requests, contributing features, documentation, or help on public forums.  We care deeply about contributing our work upstream. You will see the results of your work reused and recognized across the educational community, increasing access to quality education for everyone, everywhere. Remote-first Unlike companies who reluctantly started to accept remote workers recently, we have embraced it from day 1. For the past 10 years, we have based and refined our way of working around remote-friendly workflows, from the ground up. No day-long video meetings, mandatory work hours, or risk of being forced back into an office one day -- as long as you have a good internet connection, it’s none of our business when or where you work from. :) We are all working remotely, from all continents (except Antarctica, at least so far - applicants welcome!). We use remote-friendly and timezone-agnostic workflows based on asynchronous principles and good documentation practices. Online education We are one of the main contributors to the Open edX project, the main open-source MOOC platform created by MIT, Harvard and many other top universities. It powers sites like edX.org, the MIT Open Learning Library, and the national online learning platform for France. We provide development and hosting for institutions like Harvard Medical School, Harvard LabXchange, Cloudera, Autodesk, and several governments. We are not affiliated with edX.org, but we contribute and work with them on various projects.  Technical stack The Open edX project is a large Python/Django codebase, with good code standards and architecture. Tasks are varied, from developing core platform features, custom exercises and tools for specific courses (XBlocks), customizing and deploying instances, working full-stack, operating our service infrastructure, improving our hosting platform, etc. You won't get bored here. Contracting terms This is a full-time, permanent contract position. We aim for long-term relationships -- once in, almost all team members stay for many years.   We care about paying fairly:   We also firmly believe in work-life balance: as long as you deliver what you commit to, there is a lot of latitude in how much work you can choose to accept. We are open to time commitments anywhere in the 30h to 40h/week range, and highly discourage working more than that. It’s important to have time to ourselves, as well as having some slack, and there are diminishing returns in working more anyway. We are currently recruiting precisely to preserve that balance, and ensure we have plenty of capacity to handle our projects. Culture and Work Style We are a highly collaborative development team working in an agile environment. We have built a mostly flat organization, composed of 30 senior developers with a handful of support staff. You will be working with highly competent individuals who take responsibility for their work, and the same will be expected of you.  We belong to self-organized teams, so management doesn’t interfere with our day-to-day responsibilities and leadership is situational. You will lead some projects and join others. You will have a great deal of discretion in the work that you do and most of your work will be publicly viewable in the open-source community. Team members are continually learning from each other, and we place an emphasis on sustainable work practices and mental health. We help each other out when the unexpected happens and give kudos and recognition for work well done.  Camaraderie is strong, standards are high, and so is the retention rate. We invest in documentation, tests, and automation so that redundant work is minimized and team members can focus on more interesting problems. The work is completely remote – the entire sprint planning process is done asynchronously, and the sprint process itself is iteratively improved. We focus on minimizing meetings so when they do happen it’s for productive reasons. In order to make sure we still get some face time, we schedule optional social events to talk, play games, and engage in other activities. We also meet yearly in person at the Open edX Conference (in non-Covid times!), and use the opportunity to meet everyone, along with the rest of the community, and do a team retreat.  OpenCraft runs on the open first principle. Most of our conversations, code, and policies are publicly viewable.  Our handbook, like much of our work, is publicly viewable and you can find it at https://handbook.opencraft.com/.   You can also visit our forums at https://forum.opencraft.com/.   We welcome applicants of all genders and ethnicities. Basic Requirements: Additional Skills: You will work on tasks from the following categories, but you can pick up the skills on the job if you haven't mastered these yet:  Apply for this Position Our recruitment process differs from most other companies - we don’t believe resumes and traditional interviews to be particularly effective. Often, they tell more about how good someone is at interviewing, rather than at the actual work. So, our initial interview is lighter and easier to pass than in other companies - but we then provide you with real (and paid!) work to see how it works out in reality.",https://weworkremotely.com/remote-jobs/opencraft-senior-open-source-developer-devops-python-django-react-aws-kubernetes
Input Logic,Full Stack (React/Python) Developer,"We’re on the hunt for a couple of full-stack developers — people who nerd out on Javascript, making interfaces with React, and find real satisfaction crafting true-to-the-design CSS in components, but can also get in there and make the API endpoints needed to bring the frontend to life. About You As the right candidate, you have an impressive knowledge and curiosity about all things internet, and you can’t stop yourself from building your own products. You like to read the documentation and go deep, understanding a topic well enough to explain it to others. Dealing with merge conflicts, troubleshooting CORS, rolling API endpoints, lovely form validation, and CSS layout aren’t freaky to you, they’re just part of the job and you’re great at your job. You like to ship software and see how people use it. Ideally your tool chest includes React, Next, Python, Django, Postgres, Heroku, Vercel, and Linux — but we value good coding fundamentals and a focus on shipping above all. You enjoy learning new frameworks and tools, and enthusiastically share your discoveries with your teammates. Why this job? You’ll work with amazingly talented people to create some of the best work of your career, while collaborating directly with founders and product owners at startups and recognizable brands. Alongside our designers and developers, you will bring your work to life, while expanding your network and maintaining great work/life balance. You will make a real impact for potentially millions of everyday app users. About Input As a digital product agency, we revel in the joy of the craft and take pride in making apps that people love to use. We seek coworkers who are self-directed learners with enthusiasm, a can-do attitude, intuition for problem-solving, empathy, listening skills, kindness, and respect for diverse perspectives. Our clients are mostly startups across industries like healthcare, well-being, insurance, finance, and productivity. We're into work/life balance, side projects, flexible hours, and avoiding unnecessary meetings. Our HQ is in Nanaimo, on Vancouver Island, but we have teammates across Canada. We encourage remote and diverse candidates to apply, but are prioritizing Canadians at the moment. Next Steps To apply, please shoot us an email with your resume and we will enthusiastically consider it.",https://weworkremotely.com/remote-jobs/input-logic-full-stack-react-python-developer
Scripta Insights,Senior Python Engineer,"About this opening  Company Overview  Scripta is a venture-backed SaaS health-tech analytics company with offices in Boston, New York City and Savannah. We combine medicine, business, and technology. Doctor-driven at heart, we are dedicated to helping individuals find affordable medicine. Scripta was founded by clinicians and continues to be guided by the insights from a board of leading doctors and pharmacists.We use technology to empower and educate payers and individuals. Scripta solutions offer insights to Employers, Consultants, and Health Plans, delivering significant and immediate savings. We have already saved payers and individuals many millions of dollars on prescriptions, in this way reducing costs, and improving outcomes. And we’re just getting started! Position Overview We are looking for an enthusiastic self-starter to help us scale our software by taking responsibility for critical applications serving internal operations, account reps, and clinical customers. As a software engineer at Scripta Insights you will be part of a small, talented team responsible for building and supporting our cloud-based health analytics product suite. You will maintain and expand our software for data ingestion, management, and analytics. The primary programming language for this role is Python. Django is a foundational framework and SQL skill is a must. We look for a passion for high quality code and DataOps. Scripta’s stack also includes Java, JavaScript/Typescript, Tableau, Snowflake, Terraform, K8s, and more. Our team offers a great opportunity to work on a variety of challenges. You won’t be bored! Tech Stacks:  Essential Functions:  Knowledge and Skills:",https://weworkremotely.com/remote-jobs/scripta-insights-senior-python-engineer
Close,Senior/Staff Software Engineer - Backend/Python - USA (100% Remote),"We are looking for US-based Senior and Staff level engineers to join our team. Base salary range is $140,000 to $200,000. These are fully remote positions. Read on to learn more!  About Us At Close, we're building the sales communication platform of the future. With our roots as the very first sales CRM to include built-in calling, we're leading the industry toward eliminating manual processes and helping companies to close more deals (faster). Since our founding in 2013, we've grown to become a profitable, 100% globally distributed team of ~70 high-performing, happy people that are dedicated to building a product our customers love.  Our backend tech stack currently consists primarily of Python Flask web apps with our TaskTiger scheduler handling many of the backend asynchronous task processing chores. Our data stores include MongoDB, PostgreSQL, Elasticsearch, and Redis. The underlying infrastructure runs on AWS using a combination of managed services like EKS, MSK, RDS and ElasticCache and non-managed services running on EC2 instances. All of our compute runs through CI/CD pipelines that build Docker images, run automated tests and deploy to our Kubernetes clusters. Our backend primarily serves a well-documented public API that our front-end JavaScript app consumes. Our infrastructure is heavily automated using Terraform, Ansible and other AWS tools.  We open sourcing our code and ideas on our GitHub and onThe Making of Close, our behind-the-scenes Product & Engineering blog. Check out our projects like SocketShark, TaskTiger, LimitLion and ciso8601.  About You We’re looking for high achieving full-time Software Engineers to join our engineering team. Someone who has interest and a good understanding in web technologies and wants to help design, implement, launch, and scale major systems and user-facing features.  You're comfortable working in a fast-paced environment with a small and talented team where you're supported in your efforts to grow professionally. You're able to manage your time well, communicate effectively and collaborate in a fully distributed team. Requirements... Bonus point if you have… Come help us with projects like... Why work with us? Our Values How We Work Together At Close, everyone has a voice. We encourage transparency and practice a mature approach to the work-place. In general, we don’t have strict policies, we have guidelines. Work/Life harmony is an important part of our business - we believe you bring your best to work when you practice self-care (whatever that looks like for you).    We come from 20+ countries located in 5 of the 7 continents. We’re a collection of talented humans, rich in diverse backgrounds, lifestyles, and cultures. Every year we meet up somewhere around the world to spend time with one another. These gatherings are an opportunity to strengthen the relationships within our global community.  Our team is growing in more ways than one - in the last few years, we've launched 24 babies (and counting!). Unanimously, our favorite and most impactful value is “Build a house you want to live in.” We strive to make decisions that are authentic for our people and help our customers become more successful.   Our application process was designed to promote equitable and unbiased hiring practices. We ask a small series of questions that are similar to what would be asked in the first interview. This helps us learn more about you right from the start so please be sure to answer each question thoughtfully. Each application will receive two screens by two different reviewers. Regardless of fit, you will hear back from us letting you know if we'll be moving forward.",https://weworkremotely.com/remote-jobs/close-senior-staff-software-engineer-backend-python-usa-100-remote-3
Vericasa,Python developer - Brazil,"We’re growing Vericasa.com to revolutionise real estate deals. You have the chance to become employee number 2.   We need a Python developer but first and foremost you MUST be someone hungry to learn, grow and develop your career. Our stack also uses TypeScript, so, if you have some experience or are interested in learning, that’s a bonus for us.  Here are the values for our company (the things we all commit to doing and being):  - Be accountable! Deliver what you promise. -​​ Think first! Predict challenges and how to solve them. - Find a way to overcome any obstacle. - Always be improving. - Be a team player.  If you land this role, you will have these deliverables (achieve these and you will be successful in the job):  - Bug fixes and minor feature implementations for our platform's backend (""help to make sure the engine keeps on running"") - Documentation for code changes and user guides - Contribution to making the platform better everyday - Regular progress reports on assigned tasks - Timely responses to customer support tickets  To achieve these deliverables, this is what you'll need to do:  - Provide first-line technical support to our customers via a ticketing system - Collaborate with our other developers on software maintenance and improvements - Contributions to developing and running our DevOps and QA practices - Participate in technical and product discussions  Here are the skills you’ll need to do this:  One or more of the following: - Bachelor's degree in Computer Science, Software Engineering, or a related field - Relevant professional work experience - Relevant contribution history on open-source projects  With the following technical requirements: - Experience writing and reading Python code - Familiarity with GitHub and/or git  With the following non-technical requirements: - Fluent in Portuguese and good communication skills in English - Ability to work effectively in a distributed environment - Strong problem-solving and analytical skills - Optimistic can-do attitude and eager to learn new technologies  Why join us?  We offer a competitive salary paid according to results. Where, when and how you work are not important to us, we just care about your deliverables.This is a chance to learn as we grow and work on the full technology stack. It’s also a project with impact that’s redefining Property Technology.   If you would like to apply for this role please go to this link and complete the tests:  https://app.testgorilla.com/s/iq6qfuxl  Please note, this test will take around 90 mins to complete. It's a lot of work and we know that only the serious candidates will invest the time to do it. If you make it through to the next round there will then be an additional general & technical discussion.",https://weworkremotely.com/remote-jobs/vericasa-python-developer-brazil
G2i Inc.,Software Engineer for AI Training Data (Python),"Accepted Locations We are accepting applicants from the US, Canada, and most countries in LATAM and Europe. We are accepting some countries in Africa and Asia. For the full list of accepted locations click here. This work is 100% remote.  Loom Video Our Founder/CEO, Gabe Greenberg, created a more in depth Loom video that we highly recommend you watch! Check it out here: https://www.loom.com/share/5a8972c7fbbf46aaa3f389b2b6391c40  Overview You’ll join an expert annotation team to create training data for for the worlds most advanced AI models. No previous AI experience is necessary. You'll get your foot in the door with one of the biggest players in the AI/LLM space today. We are seeking software engineers with 3+ years of experience to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve engaging with these models as they learn to code. We currently have 200+ roles open! What Will I Be Doing?  Pay Rates  Contract Length  Flexible Schedules  Interview Process  Tech Stack Priorities  Required Qualifications:  Nice To Have's:  Apply for this Job",https://weworkremotely.com/remote-jobs/g2i-inc-software-engineer-for-ai-training-data-python
